# time,q0,q1,q2,q3,angle_x,angle_y,angle_z,height
2.080000000000000071e+00,9.348628390935189714e-01,-1.340387722905181378e-02,-3.255603484641841905e-02,3.532589882116386470e-01,2.065266694495339339e-03,7.039907011347935895e-02,-7.225006199078226610e-01,6.200999999999999801e+01
2.209999999999999964e+00,9.088973387810231896e-01,-1.148007737795342029e-02,-3.102038304447063757e-02,4.157061115932054185e-01,-4.933056230139446462e-03,6.598122855656217423e-02,-8.581013844762258591e-01,7.131000000000000227e+01
2.339999999999999858e+00,8.794548603158124367e-01,-5.140537339511043989e-03,-2.357504452592333946e-02,4.753703196649480822e-01,-1.338680081700633316e-02,4.637030856671053164e-02,-9.913949758668894052e-01,7.956999999999999318e+01
2.470000000000000195e+00,8.457933883631347793e-01,2.196617252828280548e-03,-1.698556607318682174e-02,5.332356042304600141e-01,-2.183972761926572179e-02,2.639299398493284016e-02,-1.125314612370269307e+00,8.262999999999999545e+01
2.600000000000000089e+00,8.082550829041817986e-01,1.048067503133209497e-02,-1.574017836239432686e-02,5.885287785618986689e-01,-3.547970430794639141e-02,1.310817596564417369e-02,-1.258968733429420173e+00,9.240999999999999659e+01
2.729999999999999982e+00,7.695226969118820204e-01,9.888424984029229453e-03,-1.567128208795996736e-02,6.383505689717187126e-01,-3.523589668198056496e-02,1.149450419746747727e-02,-1.385194441742096272e+00,9.643000000000000682e+01
2.859999999999999876e+00,7.279981562074397949e-01,7.867757480277274076e-03,-1.291314183592267781e-02,6.854123092845090248e-01,-2.916214868059023579e-02,8.016257102241746910e-03,-1.510671743888129193e+00,1.037800000000000011e+02
2.990000000000000213e+00,6.856574086218570896e-01,8.626283805617271025e-03,-1.160405812086478215e-02,7.277807712936572582e-01,-2.872388300757571650e-02,3.356736182165627556e-03,-1.630431013173415433e+00,1.119300000000000068e+02
3.120000000000000107e+00,6.427202168953120021e-01,1.347019799248431494e-02,-1.081592473620507887e-02,7.659061902949900746e-01,-3.389035918745935544e-02,-6.730639887045190839e-03,-1.745140694970147566e+00,1.160400000000000063e+02
3.250000000000000000e+00,5.991276628150602468e-01,2.226906148530511872e-02,-1.091117482663623434e-02,8.002693789057708784e-01,-4.417339113509332477e-02,-2.257003883493830312e-02,-1.855811359394706983e+00,1.225199999999999960e+02
3.379999999999999893e+00,5.558469218545009083e-01,3.243631194744876767e-02,-1.192470087365647344e-02,8.305660037836827270e-01,-5.594308375709425990e-02,-4.063556174838066359e-02,-1.960893288344578655e+00,1.263299999999999983e+02
3.509999999999999787e+00,5.134704893853681007e-01,4.117230269220493316e-02,-1.436000766617448465e-02,8.569986512248416455e-01,-6.704923606115642531e-02,-5.585136778975560712e-02,-2.060130971352647666e+00,1.336599999999999966e+02
3.640000000000000124e+00,4.700362392005121293e-01,4.927211510568653419e-02,-1.637633932493706701e-02,8.811186117779851168e-01,-7.544244699954112676e-02,-7.149510232225654571e-02,-2.158790825793281520e+00,1.407800000000000011e+02
3.770000000000000018e+00,4.266220118105863990e-01,5.868173033445982234e-02,-2.053115200655343531e-02,9.022907432534834626e-01,-8.757410510405407023e-02,-8.849333578583980231e-02,-2.254374850538645170e+00,1.441899999999999977e+02
3.890000000000000124e+00,3.875271532350345605e-01,6.538415337696903973e-02,-2.281086967176195607e-02,9.192536549927571299e-01,-9.323992819301078760e-02,-1.027100735136189519e-01,-2.338877809287840837e+00,1.497599999999999909e+02
4.019999999999999574e+00,3.449890088777853303e-01,6.986972311176387063e-02,-2.024522344920892669e-02,9.357835948942995197e-01,-8.680116697538539650e-02,-1.170643149901110791e-01,-2.430095776594714430e+00,1.523400000000000034e+02
4.150000000000000355e+00,3.000800795481463612e-01,7.491855478571543547e-02,-1.299857791265421683e-02,9.508786426140009018e-01,-7.038203532060076373e-02,-1.350861521363934670e-01,-2.525449433747519734e+00,1.583899999999999864e+02
4.280000000000000249e+00,2.552911032184933537e-01,8.177374688437780148e-02,-5.712292658483964294e-03,9.633830373483626142e-01,-5.342626867054709600e-02,-1.552653738828131125e-01,-2.619354710649382412e+00,1.613000000000000114e+02
4.410000000000000142e+00,2.135873555348349884e-01,8.665051039361017227e-02,-1.952665183623790782e-03,9.730715891972400167e-01,-4.141394934932078609e-02,-1.685977739118527108e-01,-2.705949682139309864e+00,1.659499999999999886e+02
4.540000000000000036e+00,1.743139555190341417e-01,8.765229428680725021e-02,-2.194979034315008848e-03,9.807787223857401537e-01,-3.539324312277730700e-02,-1.720168491754266449e-01,-2.786753766855283310e+00,1.716500000000000057e+02
4.679999999999999716e+00,1.327013971682875493e-01,8.597490681503310028e-02,-6.709756736583137246e-03,9.873974041652455735e-01,-3.659658565188298601e-02,-1.688025214563425580e-01,-2.871306894058068160e+00,1.738000000000000114e+02
